,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
485,486,lowfat raspberry kefir probiotic cultured smoothie,120,16,"sparkling raspberry seltzer,infant's blend probiotic,white lavender probiotic kefir water no 2,pomegranate acaã cultured goat kefir,lowfat pomegranate acai kefir probiotic cultured smoothie","[113,892,446,515,486]","[11,,7,16,16,16]","[,70,,94,120,120,120]"
486,487,can bottle opener chrome,10,17,"eco pac kamut puffs cereal,creations four,grassmilk,apricots,blue bottle coffee frozen","[,341,,329,1000,,232,,487]","[,9,16,10,,1,17]","[,9,84,18,37,10]"
487,488,orange turmeric juice,31,7,"super berry juice,premium apple juice,orange swirl ice,sparkling orange juice prickly pear beverage,wraps turmeric","[935,944,,10,728,488]","[7,1,7,3,7]","[,98,,37,115,128,,31]"
488,489,dough for turnover pastries,58,1,"grassmilk,apricots,toll house ultimate peanut deluxe cookie dough,cookie dough performance energy,brooklyn pizza dough","[1000,,950,,183,,322,,489]","[10,13,19,,1,,1]","[,18,105,,,3,,79,,58]"
489,490,gin gins candy,45,19,"minis candy bars,snack size candy,dark peanut candy,kisses candy,candy original","[630,901,184,303,490]","[19,19,19,19,19]","[45,45,45,45,45]"
490,491,pompelmo water,100,21,"sparkling lemon seltzer water,kiwi strawberry sparkling water,pure coconut water orange,water crackers original all natural,traditional water crackers","[223,,,7,363,145,491]","[,7,,7,19,19,21]","[115,,98,,78,,78,100]"
491,492,couscous israeli garlic jalapeno,63,9,"velveeta shells bold jalapeno,spicy jalapeno ranch popcorn,red jalapeno caesar dressing,garlic naan,israeli style gefilte fish","[822,423,981,192,492]","[19,13,,3,,6,,9]","[,23,,89,128,,33,,63]"
492,493,pear and baby breakfast,92,18,"shampoo baby shampoo,peeled baby carrots,chinese breakfast black,crispy cinnamon pear chips,pear hard cider","[343,233,439,966,493]","[,4,,7,19,,5,18]","[123,,94,,50,,27,,92]"
493,494,yellow cherry tomato,83,4,"high fiber tomato basil soup,medium yellow thai curry,spicy tomato basil pasta,cherry pie,2 yellow american","[575,640,874,,98,494]","[13,,9,,3,16,,4]","[72,,9,,8,,2,83]"
494,495,pure cane granulated w spout sugar,17,13,"pure coconut water orange,gluten sugar cookie,sugar cookies,granulated tapioca,pure granulated cane sugar","[847,576,349,397,495]","[13,19,13,13,13]","[105,,61,,17,,17,,17]"
495,496,designer 9 oz paper cups,111,17,"plastic measuring cups,awesome strength paper towels,sun cups dark,apple green cups,16 oz cold cups","[679,124,846,415,496]","[17,19,17,17,17]","[,54,,45,111,111,111]"
496,497,mascarpone pistachio caramel gelato,37,1,"salted caramel lean protein fiber,black salt caramel dark,caramel whey protein,salted caramel ice,caramel","[921,370,606,275,497]","[19,19,,1,19,,1]","[,45,,,3,,37,103,,37]"
497,498,daily moisture shampoo,22,11,"lasting color shampoo,key lime moisture shave,kind prenatal once daily,geranium daily soap,shampoo baby shampoo","[957,,91,586,956,498]","[11,11,11,18,11]","[,55,,47,,25,102,,22]"
498,499,aspirin 325 mg,133,11,"pink vitamin c 1000 mg pink lemonade drink,ultimate omega 1000 mg lemon soft gels,vitamin c 1000 mg tropical drink dietary supplement,vitamin c formula 1000 mg vegetarian tablets,vitamin b6 100 mg","[367,366,715,876,499]","[11,11,11,11,11]","[,47,,47,,47,,47,133]"
499,500,non scratch scrub sponges,114,17,"unsweetened original soy non dairy beverage,lecithin granules non gmo,purifying daily detox scrub,non fat on the bottom greek,heavy duty scrub sponges","[511,133,264,881,500]","[11,11,16,17,17]","[,47,109,120,114,114]"
500,501,proactive health mature adult hairball care cat food,41,8,"liver patã canned cat food,brown rice formula cat food,sliced entree cat food,complete health deboned meal and rice cat food,cat food premium adult cat formula","[597,442,342,848,501]","[8,8,8,8,8]","[41,41,41,41,41]"
501,502,frozen desserts fit salted caramel,37,1,"almonds roasted and salted,caramel,salted caramel lean protein fiber,salted,salted caramel ice","[275,,25,651,606,502]","[19,19,16,,1,,1]","[103,,,3,,36,,37,,37]"
502,503,wild rice blend,68,10,"california blend,fiber blend,wild blueberries,creamline wild,rice vinegar","[767,128,339,,95,503]","[,1,,1,16,,6,10]","[116,116,120,,66,,68]"
503,504,velveeta shells bold jalapeno,4,9,"vegan shells creamy mac macaroni,couscous israeli garlic jalapeno,spicy jalapeno ranch popcorn,red jalapeno caesar dressing,stuffed pasta shells","[492,822,423,533,504]","[,9,19,13,,1,,9]","[63,23,89,38,,4]"
504,505,100 natural string mozzarella,21,16,"precious mozzarella,light string,100 natural just peaches,mozzarella,string mozzarella","[852,465,617,217,505]","[16,19,16,16,16]","[,21,,50,,21,108,,21]"
505,506,arrowroot powder,6,2,"coarse grind garlic powder parsley blend,creamy sugar powder coffee creamer,he turbo powder original laundry detergent,pure moringa vegetable powder,sweet buttermilk powder","[791,727,563,395,506]","[16,17,11,13,,2]","[53,75,47,17,,6]"
506,507,tikka masala curry,72,13,"chilpotles adobo,sparkling raspberry lemonade water beverage,apricots,chapatti tikki masala wrap,medium yellow thai curry","[,334,1000,,989,,575,,507]","[,7,10,,1,13,13]","[115,,18,,38,,72,,72]"
507,508,freeze dried edamame veggie snack,50,19,"snack size candy,ranch veggie dip,snack bags,dried cranberries,banana tiny fruits freeze dried snacks","[147,274,775,849,508]","[20,17,19,18,19]","[,67,,87,117,,92,,50]"
508,509,starting solids carrots baby food,92,18,"pear and baby breakfast,honey glazed carrots,juicing carrots,peeled baby carrots,four bean feast baby food","[373,312,343,744,509]","[,1,,4,,4,18,18]","[116,,83,123,,92,,92]"
509,510,protein blend honey oats seeds cereal,121,14,"smorz cereal,cheerios cereal,peanut cereal,honey protein,protein","[365,,34,445,406,510]","[14,14,19,19,14]","[121,121,,,3,,,3,121]"
510,511,lecithin granules non gmo,47,11,"chilpotles adobo,disinfectant spray cherry blossom pomegranate scent,unsweetened original soy non dairy beverage,non scratch scrub sponges,non fat on the bottom greek","[328,862,500,264,511]","[17,16,17,16,11]","[101,,91,114,120,,47]"
511,512,multigrain pop cakes,107,19,"multigrain spaghetti style pasta,cinnamon pop'ettes,healthy pop popcorn,multigrain peanut cereal,thin cakes puffed multigrain","[733,,56,637,675,512]","[19,19,14,19,19]","[,61,,23,121,,78,107]"
512,513,honey maid graham cracker crumbs,17,13,"honey mustard,honey greek,honey protein,sprouted kale cracker,low fat honey graham crackers","[459,445,103,627,513]","[16,19,19,19,13]","[120,,,3,,78,,61,,17]"
513,514,freezer safe pint jars wide mouth,85,17,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,514]","[14,,9,17,10,17]","[121,,,9,101,,18,,85]"
514,515,lowfat pomegranate acai kefir probiotic cultured smoothie,120,16,"white lavender probiotic kefir water no 2,xxx acai pomegranate,pomegranate,pomegranate acaã cultured goat kefir,lowfat raspberry kefir probiotic cultured smoothie","[788,584,446,486,515]","[,7,16,16,16,16]","[,64,120,120,120,120]"
515,516,american slices,21,16,"lemon gingersnap,kombucha,colby jack slices,2 yellow american,sliced american","[335,899,,98,769,516]","[,7,16,16,16,16]","[31,21,,2,21,21]"
516,517,french rolls,43,3,"eco pac kamut puffs cereal,creations four,french tarragon wine vinegar,international cafe french,french ice","[341,,80,420,276,517]","[,9,13,,7,,1,,3]","[,9,19,26,37,43]"
517,518,turkey meatloaf mashed potatoes,38,1,"original turkey,gold potatoes,turkey,gravy carrots peas corn mashed potatoes meatloaf nuggets,instant mashed potatoes","[306,287,524,278,518]","[,4,20,18,,9,,1]","[83,96,92,,4,38]"
518,519,antioxidant infusions brasilia,31,7,"creamline wild,eco pac kamut puffs cereal,disinfectant spray cherry blossom pomegranate scent,apricots,antioxidant cranberry body wash","[,340,,328,1000,,441,,519]","[14,17,10,11,,7]","[121,101,,18,,25,,31]"
519,520,sweet smokey kansas city bbq,72,13,"sweet cooking rice seasoning,red sweet mini pepper,sweet buttermilk powder,bbq concentrate marinade,original ville bbq","[991,395,553,999,520]","[21,13,13,13,13]","[100,,17,,,5,,,5,,72]"
520,521,daily shower cleaner ylang ylang,114,17,"thick gel toilet bowl cleaner,fresh scent dishwasher cleaner,kind prenatal once daily,geranium daily soap,daily moisture shampoo","[,14,,91,586,498,521]","[17,11,11,11,17]","[,74,,47,,25,,22,114]"
521,522,coffee liqueur,124,5,"cold brew coffee tahitian,majestic roast ground coffee,blue bottle coffee frozen,100 columbian coffee,iced coffee","[916,232,762,,69,522]","[7,1,7,7,5]","[,26,,37,,26,,26,124]"
522,523,biotin collagen shampoo,22,11,"lasting color shampoo,daily moisture shampoo,restorative biotin conditioner,biotin 1000 mcg,shampoo baby shampoo","[498,730,,42,956,523]","[11,11,11,18,11]","[,22,,22,,47,102,,22]"
523,524,gravy carrots peas corn mashed potatoes meatloaf nuggets,92,18,"gold potatoes,style corn,juicing carrots,instant mashed potatoes,turkey meatloaf mashed potatoes","[664,312,278,518,524]","[15,,4,,9,,1,18]","[81,83,,4,38,92]"
524,525,good clean gentle acne wash,109,11,"compleats good mornings bacon breakfast scramble,lavender body wash,gentle clean foaming face cleanser 6 7 fl oz female skin care,vanishing acne treatment,acne dote clean 'n treat towellettes","[474,482,174,680,525]","[11,11,11,11,11]","[,25,,73,,73,109,109]"
525,526,alcohol maple flavor,104,13,"yummy tummy maple brown sugar instant oatmeal,brownie flavor protein,lemonade flavor drink,echinacea goldenseal alcohol extract,gluten cereal coconut maple","[387,763,321,211,526]","[19,,7,11,14,13]","[,,3,,90,,47,130,104]"
526,527,invigorating face wash men,73,11,"gentle clean foaming face cleanser 6 7 fl oz female skin care,antioxidant cranberry body wash,moisturizing lavender body wash,lavender body wash,for men odor armor body wash","[441,878,474,296,527]","[11,11,11,11,11]","[,25,,25,,25,127,,73]"
527,528,tasty treasures cat food variety pack,41,8,"brown rice formula cat food,sliced entree cat food,cat food premium adult cat formula,crunchy granola bars variety pack,gluten oatmeal variety pack","[442,848,853,216,528]","[,8,,8,14,14,,8]","[,41,,41,,48,130,,41]"
528,529,essentials foaming facial cleanser,73,11,"kombucha,complete spring water foaming antibacterial hand wash,foaming hand soap kid watermelon,cleanser for normal to dry skin,gentle clean foaming face cleanser 6 7 fl oz female skin care","[,27,224,825,482,529]","[11,17,11,11,11]","[127,114,109,,73,,73]"
529,530,7up,77,7,"creamline wild,eco pac kamut puffs cereal,creations four,peeled baby carrots,apricots","[,340,,341,,343,1000,,530]","[14,,9,,4,10,,7]","[121,,,9,123,,18,,77]"
530,531,adult dog formula dog food,40,8,"cat food premium adult cat formula,meatballs dog treats,country stew choice cuts gravy dog food,chunky beef vegetables brown rice dog food,real veggies recipe dog food","[236,485,377,386,531]","[8,8,8,8,8]","[40,40,40,40,40]"
531,532,unsalted pretzel round,107,19,"pretzel thins parmesan herb crackers,original minis pretzel chips,supreme pretzel crackers,cashews natural unsalted,unsalted beef broth","[678,615,396,963,532]","[19,19,,1,15,19]","[107,107,,37,,69,107]"
532,533,stuffed pasta shells,38,1,"vegan shells creamy mac macaroni,velveeta shells bold jalapeno,linguine pasta,linguine no 7 pasta,stuffed crust five pizza","[504,424,972,269,533]","[9,9,9,1,1]","[,,4,131,131,,79,,38]"
533,534,tomato paste basil oregano garlic flavor,81,15,"basil daly soap,yellow cherry tomato,spinach basil garlic linguini,high fiber tomato basil soup,spicy tomato basil pasta","[494,,76,104,640,534]","[,4,,9,15,,9,15]","[83,12,69,,9,81]"
534,535,rescue remedy,6,2,"creamline wild,eco pac kamut puffs cereal,apricots,cold remedy quick dissolve tablets cherry flavor,rescue remedy spray","[,340,1000,,255,,203,,535]","[14,10,11,11,,2]","[121,,18,,11,,11,,,6]"
535,536,belgian waffles,52,1,"creamline wild,eco pac kamut puffs cereal,grassmilk,mini homestyle waffles,waffles red berry","[340,329,162,252,536]","[14,16,,1,14,,1]","[121,,84,,52,121,,52]"
536,537,kosher dill babies,110,13,"chilpotles adobo,sparkling raspberry lemonade water beverage,apricots,petite dill pickles,sliced kosher salami","[,334,1000,,262,,374,,537]","[,7,10,13,20,13]","[115,,18,110,,96,110]"
537,538,take alongs twist seal liquid storage,85,17,"ultra antibacterial dish liquid,liquid drink blackberry lemonade,glass storage container green silicone protection,twist n loc small round containers lids,ibuprofen liquid gels","[385,265,354,455,538]","[,7,17,17,11,17]","[,90,,85,,85,133,,85]"
538,539,tri color tortilla strips,89,13,"beef strips portabella complete meals,natural food color packets,lasting color shampoo,red food color,buffalo style strips","[323,,55,263,937,539]","[13,11,13,,1,13]","[,17,,22,,97,129,,89]"
539,540,beef strips portabella complete meals,38,1,"graduates lil' meals spaghetti rings meat,unsalted beef broth,beef hot links beef smoked sausage chile peppers,tri color tortilla strips,buffalo style strips","[963,,40,539,937,540]","[15,12,13,,1,,1]","[,69,106,,89,129,,38]"
540,541,dawn action pacs fresh scent dishwasher detergent pacs,74,17,"sweeper open window fresh scent wet mopping cloths refill,stain release boost wash stain remover pacs,powerball quantum max shine protect automatic dishwasher detergent,fresh scent dishwasher cleaner,fresh scent dishwasher detergent dawn","[134,378,,14,186,541]","[17,17,17,17,17]","[75,74,74,74,74]"
541,542,medium to firm hold hair styling foam,22,11,"medium yellow thai curry,cat treats hair ball control,medium spicy simmer,rose apricot hair,sa extra hold mousse hair styling","[779,191,871,,51,542]","[,8,,9,11,11,11]","[41,,9,22,22,22]"
542,543,rice bean snack chips adzuki beans chipotle,107,19,"bean threads,snack bags,simply beyond black bean tortilla chips,nacho white bean chips,chips onion chipotle garlic","[274,180,,32,140,543]","[17,19,19,19,19]","[,87,107,107,107,107]"
543,544,classic original hummus,67,20,"candy original,original turkey,cocktail time hummus,classic coke,hummus wrap","[176,687,649,453,544]","[20,20,,7,20,20]","[96,67,77,13,67]"
544,545,creamy danish blue wedge,21,16,"creamy supreme buttercream frosting,creamy soy frozen dessert,creamy italian dressing marinade,yokids squeeze blue,danish cookies","[975,315,895,102,545]","[,1,13,16,19,16]","[,37,,89,120,,61,,21]"
545,546,tomatillo salsa,51,13,"medium taqueria style chipotle salsa,mild el nino salsa,mild salsa divino,salsa roja,hot tomatillo salsa","[188,107,589,112,546]","[20,13,13,13,13]","[67,51,51,51,51]"
546,547,1000 roses floral toner for sensitive skin,109,11,"biotin 1000 mcg,red roses,hydro silk women's sensitive skin refill blades,satin care sensitive skin shave gel,clear natural laundry detergent for sensitive skin","[573,754,632,204,547]","[17,11,11,17,11]","[,87,,55,,55,,75,109]"
547,548,hi chew strawberry,66,6,"zero strawberry lemon,goober strawberry,light strawberry,strawberry pomegranate,strawberry pomegranate","[607,,,9,983,132,548]","[13,16,19,16,,6]","[,88,120,,,3,120,,66]"
548,549,cranberry clusters dried cranberries,125,19,"dried parsley flakes,100 cranberry juice blend,peanut cacao quinoa clusters,dried sweetened cranberries,dried cranberries","[806,164,248,775,549]","[,7,19,19,19,19]","[,98,,,3,117,117,125]"
549,550,granola veritas,57,14,"sparkling raspberry lemonade water beverage,apricots,gluten peanut berry chewy a crunch granola bars,crunchy granola bars variety pack,cranberrry soft chewy granola","[1000,,594,,853,,988,,550]","[10,19,14,19,14]","[18,,3,48,,3,57]"
550,551,riesling mosel 2014,62,5,"yahrzeit light memorial candle,creamline wild,eco pac kamut puffs cereal,green peas petite,apricots","[,339,,340,,327,1000,,551]","[16,14,,1,10,,5]","[120,121,116,,18,,62]"
551,552,mango peach carrot kickstart smoothie,116,1,"soft eating mango flavor liquorice,blitz veggie smoothie mashups,peach aloe vera drink,6 carrot cake,peach mango juice","[,94,677,218,,11,552]","[18,,7,,3,,7,,1]","[,92,,98,,,8,,31,116]"
552,553,bbq concentrate marinade,5,13,"apricots,sweet smokey kansas city bbq,creamy italian dressing marinade,original ville bbq,for marinade","[520,315,999,807,553]","[13,13,13,13,13]","[72,89,,5,,5,,5]"
553,554,turkey chili,1,20,"new mexico chili,turkey burgers,original turkey,white chili,turkey","[,23,176,448,287,554]","[12,20,15,20,20]","[49,96,59,96,,1]"
554,555,even the kitchen sink kitchen bath scrubber,114,17,"raspberry fig bars,black currant kombucha,aromatherapaes stress reducing lavender chamomile spa bath,ultra soft strong double roll bath tissue,econet recycled bath sponge","[336,151,915,229,555]","[,7,11,17,11,17]","[,31,132,,54,109,114]"
555,556,bake break garlic loaf,100,21,"garlic barrel pickles,roasted garlic pasta,wild mushroom vegetarian quarter loaf,garlic naan,brioche bachelor loaf","[244,731,981,131,556]","[,9,20,,3,,3,21]","[,,9,,14,128,,93,100]"
556,557,red seedless grapes imported,24,4,"imported italian solid light tuna pure olive oil,original red twists,waffles red berry,red food color,red roses","[242,252,263,573,557]","[19,14,13,17,,4]","[,45,121,,97,,87,,24]"
557,558,raw,88,13,"apricots,cayenne lemonade made raw tristate honey,wild forest raw neem honey,raw coconut aminos,nutrition raw pineapple raw protein","[221,305,742,657,558]","[,7,13,13,19,13]","[31,29,72,,3,88]"
558,559,cookie chips crunchy dark chip cookies,61,19,"sugar cookies,banana chip,chips ahoy chewy cookies,peanut chip,gluten all natural chip cookies","[602,449,883,172,559]","[,1,19,19,19,19]","[52,61,,3,61,61]"
559,560,temples green mint,94,7,"petite green peas,apple green cups,mint flavored syrup,mint dental floss,sugar mint patties","[846,,16,291,382,560]","[17,19,11,19,,7]","[111,103,,20,,45,,94]"
560,561,smoke roasted wild sockeye asian sesame salmon,15,12,"wild rice blend,smoked atlantic nova salmon,crackers puffed corn quinoa sesame,creamline wild,wild blueberries","[941,310,339,128,561]","[12,19,16,,1,12]","[,15,,78,120,116,,15]"
561,562,traditional tartar,100,21,"traditional no fat refried beans,traditional orzo lemon soup,traditional tuscany soup,traditional red miso,traditional water crackers","[129,718,854,145,562]","[15,15,,6,19,21]","[,69,,69,,66,,78,100]"
562,563,pure moringa vegetable powder,47,11,"he turbo powder original laundry detergent,pure coconut water orange,vegetable tray,sweet buttermilk powder,arrowroot powder","[,,7,784,395,506,563]","[,7,,4,13,,2,11]","[98,83,17,,6,47]"
563,564,embrace sensitive women's 5 blade disposable razors,55,11,"satin care sensitive skin shave gel,clear natural laundry detergent for sensitive skin,probiotics women 50 wiser vegetarian capsules,sensitive shave gel aloe,hydro silk women's sensitive skin refill blades","[204,629,949,754,564]","[17,11,11,11,11]","[75,70,55,55,55]"
564,565,light and fluffy pancake,130,14,"complete funfetti buttermilk pancake waffle,shake n pour buttermilk pancake,light string,light strawberry,pancake buttermilk","[994,852,,,9,,68,565]","[14,16,16,14,14]","[130,,21,120,130,130]"
565,566,thin sliced 100 wheat bread,112,3,"wheat tortillas,sliced american,100 wheat flour burrito tortillas,100 wheat rigatoni,100 wheat pita bread","[769,737,774,,83,566]","[16,,3,,9,,3,,3]","[,21,128,131,128,112]"
566,567,malbec red wine,28,5,"french tarragon wine vinegar,red roses,spread port wine,most wanted cabernet sauvignon red wine,red wine olive oil dressing","[573,702,479,,65,567]","[17,16,,5,13,,5]","[87,,2,28,89,28]"
567,568,artisan style melts quattro formaggi pizza,79,1,"artisan chick'n apple sausage,style corn,ristorante pizza spinaci thin crust pizza,pizza for one suprema frozen pizza,artisan ciabatta","[664,356,,18,155,568]","[15,,1,,1,,1,,1]","[81,79,79,58,79]"
568,569,golden cupcakes 8 pack,61,19,"fresh cut specialties cut golden wax beans,ice bars multi pack,gluten oatmeal variety pack,fresh cut golden sweet no salt added kernel corn,robust golden unsweetened oolong","[130,216,,29,,,3,569]","[,1,14,15,,7,19]","[,37,130,,81,,94,,61]"
569,570,white chili beans pouch,59,15,"hot chopped green chili,new mexico chili,garbanzo beans,turkey chili,white chili","[369,790,554,448,570]","[,6,15,20,15,15]","[30,59,,1,59,59]"
570,571,thin crispy crust pepperoni pizza,79,1,"ristorante pizza spinaci thin crust pizza,pepperoni party pizza,stuffed crust five pizza,thin crust pepperoni pesto pizza,crispy thin crust white pizza","[743,269,992,926,571]","[1,1,1,1,1]","[79,79,79,79,79]"
571,572,brown bobby pins,22,11,"southern style diced hash brown potatoes,brown rice formula cat food,deli spicy brown mustard,thin stackers brown rice salt,vegetarian brown gravy","[597,977,273,711,572]","[,8,13,19,13,11]","[,41,,72,107,,,5,,22]"
572,573,red roses,87,17,"traditional red miso,original red twists,waffles red berry,red food color,1000 roses floral toner for sensitive skin","[242,252,263,547,573]","[19,14,13,11,17]","[,45,121,,97,109,,87]"
573,574,crunch sugar mini cookies,61,19,"mint cookie crunch nutrition,danish cookies,sandwich cookies,ice cookies,sugar cookies","[102,,,1,431,576,574]","[19,19,,1,19,19]","[61,61,37,61,61]"
574,575,medium yellow thai curry,72,13,"medium spicy simmer,pad thai rice noodles,yellow cherry tomato,tikka masala curry,2 yellow american","[794,494,507,,98,575]","[,6,,4,13,16,13]","[66,83,72,,2,72]"
575,576,sugar cookies,61,19,"gluten sugar cookie,danish cookies,sandwich cookies,ice cookies,crunch sugar mini cookies","[102,,,1,431,574,576]","[19,19,,1,19,19]","[61,61,37,61,61]"
576,577,liqui gels softgels dye allergy,11,11,"yahrzeit light memorial candle,norwegian salmon oil omega 3s epa dha dietary supplement soft gels 1000 mg,ultimate omega 1000 mg lemon soft gels,vitamin d3 cholecalciferol softgels,ibuprofen liquid gels","[620,367,951,455,577]","[11,11,11,11,11]","[,47,,47,,47,133,,11]"
577,578,10 bamboo skewers,10,17,"yahrzeit light memorial candle,creamline wild,eco pac kamut puffs cereal,apricots,biotin 10 000mcg maximum strength","[,339,,340,1000,,301,,578]","[16,14,10,11,17]","[120,121,,18,,47,,10]"
578,579,stain odor eliminator detergent,75,17,"laundry soil stain remover,for men odor armor body wash,pods spring meadow detergent stain remover brightener,stain release boost wash stain remover pacs,2 1 laundry detergent","[296,724,134,924,579]","[11,17,17,17,17]","[127,,75,,75,,75,,75]"
579,580,washington state merlot,28,5,"creamline wild,eco pac kamut puffs cereal,grassmilk,apricots,california merlot","[,340,,329,1000,,837,,580]","[14,16,10,,5,,5]","[121,,84,,18,,28,,28]"
580,581,garnet sweet potato yam,83,4,"sweet buttermilk powder,yukon gold potato bag,chile con queso potato crisps,fingerling potato,banana sweet potato teething wafers","[391,851,882,,63,581]","[,4,19,,4,18,,4]","[,83,107,,83,,92,,83]"
581,582,lite whipped topping,119,1,"black currant kombucha,apricots,dark ice topping,lite beer,lite poppy seed dressing lite","[1000,,135,,470,,286,,582]","[10,19,,5,13,,1]","[,18,103,,27,,89,119]"
582,583,incense of auroville,101,17,"creamline wild,eco pac kamut puffs cereal,creations four,grassmilk,apricots","[,340,,341,,329,1000,,583]","[14,,9,16,10,17]","[121,,,9,,84,,18,101]"
583,584,pomegranate,120,16,"pomegranate coconut sparkling probiotic drink,xxx acai pomegranate,pomegranate molasses,strawberry pomegranate,strawberry pomegranate","[788,122,132,983,584]","[,7,13,16,19,16]","[,64,,29,120,,,3,120]"
584,585,pretzel thins parmesan herb crackers,78,19,"blakes parmesan dinner,unsalted pretzel round,shaved parmesan,honey cinnamon nut thins crackers,supreme pretzel crackers","[532,226,996,615,585]","[19,16,19,19,19]","[107,,21,125,107,,78]"
585,586,geranium daily soap,25,11,"basil daly soap,lemon verbena soap,kind prenatal once daily,daily moisture shampoo,fabric softener geranium scent","[835,,91,498,111,586]","[11,11,11,17,11]","[25,47,22,75,25]"
586,587,air effects gain island fresh,101,17,"garlic herb fresh goat,fresh scent dishwasher cleaner,fresh oj,fabric refresher meadows rain air freshener 1 count 27 oz air care,island fruits snacks","[,14,628,153,256,587]","[17,,7,17,19,17]","[,74,,98,,75,,50,101]"
587,588,special k original cereal,121,14,"special recipe italian bread,original turkey,cheerios cereal,smorz cereal,peanut cereal","[176,365,,90,,34,588]","[20,14,14,14,14]","[,96,121,121,121,121]"
588,589,salsa roja,51,13,"medium taqueria style chipotle salsa,mild el nino salsa,mild salsa divino,hot tomatillo salsa,tomatillo salsa","[188,107,112,546,589]","[20,13,13,13,13]","[67,51,51,51,51]"
589,590,almonds roasted and salted,117,19,"frozen desserts fit salted caramel,salted caramel lean protein fiber,roasted garlic pasta,salted caramel ice,salted","[,25,244,606,651,590]","[19,,9,,1,16,19]","[,,3,,,9,,37,,36,117]"
590,591,oreo cookies and frozen dairy dessert,37,1,"sandwich cookies,ice cookies,sugar cookies,creamy soy frozen dessert,peppermint banana split variety pack frozen dairy dessert cones","[431,576,975,313,591]","[,1,19,,1,,1,,1]","[37,61,37,37,37]"
591,592,spongebob shapes macaroni dinner,4,9,"blakes parmesan dinner,autumn vegetable turkey dinner lil' bits purees dinner,elbow macaroni,deluxe white cheddar bacon macaroni dinner,deluxe made 2 macaroni dinner","[,64,648,772,326,592]","[18,,9,,9,,9,,9]","[,92,131,,,4,,,4,,,4]"
592,593,linguine no 6,131,9,"chilpotles adobo,sparkling raspberry lemonade water beverage,grain linguine pasta,linguine pasta,linguine no 7 pasta","[334,418,424,972,593]","[7,9,9,9,9]","[115,131,131,131,131]"
593,594,gluten peanut berry chewy a crunch granola bars,3,19,"gluten soft chewy snicker doodle cookies,granola veritas,cranberrry soft chewy granola,peanut bars,crunchy granola bars variety pack","[550,988,985,853,594]","[14,19,19,14,19]","[57,,3,,3,48,,3]"
594,595,injera flat bread,128,3,"bread healthy grain,oatnut bread,asiago bread,sunflower bread,flat toothpicks","[889,856,346,,57,595]","[,3,16,,3,17,,3]","[112,,21,112,111,128]"
595,596,dailyfoods vitamin d 3 2000 iu,47,11,"vitamin d3 1000 i u vegetable capsules,vitamin d3 cholecalciferol softgels,fish oil vitamin d 1000mg,vitamin b6 100 mg,vitamin e oil 45 000 iu","[951,905,876,893,596]","[11,11,11,11,11]","[,47,,47,,47,109,,47]"
596,597,brown rice formula cat food,41,8,"sliced entree cat food,chunky beef vegetables brown rice dog food,salmon and tuna formula dry cat food,thin stackers brown rice salt,cat food premium adult cat formula","[377,970,273,848,597]","[,8,,8,19,,8,,8]","[,40,,41,107,,41,,41]"
597,598,cabernet sauvignon california,28,5,"pink moscato california,california merlot,california blend,cabernet sauvignon central coast 2011,most wanted cabernet sauvignon red wine","[837,634,927,479,598]","[5,1,5,5,5]","[,28,116,,28,,28,,28]"
598,599,floor care tile vinyl floor finish clean scent,114,17,"fabric softener geranium scent,fresh scent dishwasher cleaner,clean day countertop spray,gentle clean foaming face cleanser 6 7 fl oz female skin care,automatic toilet bowl cleaner bleach blue rain clean scent pack","[,14,751,482,865,599]","[17,17,11,17,17]","[,74,114,,73,114,114]"
599,600,thick zesty spaghetti,104,13,"juniper berry soda,moisture rich sweet orange argan conditioner,graduates lil' meals spaghetti rings meat,multigrain spaghetti style pasta,spaghetti style pasta","[372,873,375,,33,600]","[11,18,,9,,9,13]","[,22,,92,131,131,104]"
600,601,crunchy slaw americana salad,123,4,"greener selection salad,salad gummi candy,italian pasta salad,arugula salad,just salad","[776,209,142,870,601]","[19,20,,4,19,,4]","[,45,,,1,123,,50,123]"
601,602,banana chip,52,1,"flavor fiber banana walnut,protein shake banana creme,gluten all natural chip cookies,coconut chip energy,peanut chip","[911,172,,77,883,602]","[,7,19,19,19,,1]","[64,61,,3,,3,52]"
602,603,nasaflo neti pot sinus relief premixed,11,11,"chilpotles adobo,sparkling raspberry lemonade water beverage,sleepytime sinus soother herbal,totality multi symptom relief,vegetable pot pie","[334,452,819,258,603]","[,7,,7,11,,1,11]","[115,,94,,44,,38,,11]"
603,604,cookie sheets,10,17,"nutter cookie bites go pak,cookie dough performance energy,mint cookie crunch nutrition,decorating cookie icing,gluten sugar cookie","[183,205,811,847,604]","[19,19,13,13,17]","[,,3,,,3,,97,105,,10]"
604,605,natural liquid laundry detergent blue eucalyptus and lavender,75,17,"lavender body wash,ultra power plus laundry detergent 54 loads,he turbo powder original laundry detergent,clear natural laundry detergent for sensitive skin,2 1 laundry detergent","[443,727,204,924,605]","[17,17,17,17,17]","[75,75,75,75,75]"
